Palabra,Fonema,AudioID,Dataset
myself,ɪ,arctic_b0401,cmu_us_clb_arctic
in,ɪ,arctic_b0401,cmu_us_clb_arctic
english,ɪ,arctic_b0401,cmu_us_clb_arctic
ships,ɪ,arctic_b0401,cmu_us_clb_arctic
billinger,ɪ,arctic_b0119,cmu_us_clb_arctic
may,ɪ,arctic_b0119,cmu_us_clb_arctic
arrive,ɪ,arctic_b0119,cmu_us_clb_arctic
in,ɪ,arctic_b0119,cmu_us_clb_arctic
time,ɪ,arctic_b0119,cmu_us_clb_arctic
quick,ɪ,arctic_a0429,cmu_us_clb_arctic
was,ʌ,arctic_a0429,cmu_us_clb_arctic
disappointment,ɪ,arctic_a0429,cmu_us_clb_arctic
in,ɪ,arctic_a0429,cmu_us_clb_arctic
his,ɪ,arctic_a0429,cmu_us_clb_arctic
face,ɪ,arctic_a0429,cmu_us_clb_arctic
smiling,ɪ,arctic_a0429,cmu_us_clb_arctic
was,ʌ,arctic_a0429,cmu_us_clb_arctic
acquiescence,æ,arctic_a0429,cmu_us_clb_arctic
it,ɪ,arctic_b0260,cmu_us_clb_arctic
eight,ɪ,arctic_b0260,cmu_us_clb_arctic
time,ɪ,arctic_a0003,cmu_us_clb_arctic
that,æ,arctic_a0003,cmu_us_clb_arctic
evening,ɪ,arctic_a0003,cmu_us_clb_arctic
hands,æ,arctic_a0003,cmu_us_clb_arctic
i,ɪ,arctic_a0145,cmu_us_clb_arctic
have,æ,arctic_a0145,cmu_us_clb_arctic
of,ʌ,arctic_a0145,cmu_us_clb_arctic
as,æ,arctic_a0145,cmu_us_clb_arctic
they,ɪ,arctic_a0145,cmu_us_clb_arctic
tear,ɪ,arctic_a0145,cmu_us_clb_arctic
easily,ɪ,arctic_a0145,cmu_us_clb_arctic
an,æ,arctic_a0287,cmu_us_clb_arctic
eye,ɪ,arctic_a0287,cmu_us_clb_arctic
him,ɪ,arctic_a0287,cmu_us_clb_arctic
and,æ,arctic_b0261,cmu_us_clb_arctic
did,ɪ,arctic_b0261,cmu_us_clb_arctic
my,ɪ,arctic_b0261,cmu_us_clb_arctic
had,æ,arctic_a0571,cmu_us_clb_arctic
build,ɪ,arctic_a0571,cmu_us_clb_arctic
a,ɪ,arctic_a0571,cmu_us_clb_arctic
fire,ɪ,arctic_a0571,cmu_us_clb_arctic
and,æ,arctic_a0571,cmu_us_clb_arctic
hitch,ɪ,arctic_b0120,cmu_us_clb_arctic
replied,ɪ,arctic_b0120,cmu_us_clb_arctic
rolling,ɪ,arctic_b0120,cmu_us_clb_arctic
a,ɪ,arctic_b0120,cmu_us_clb_arctic
cigarette,ɪ,arctic_b0120,cmu_us_clb_arctic
but,ʌ,arctic_a0004,cmu_us_clb_arctic
i,ɪ,arctic_a0004,cmu_us_clb_arctic
glad,æ,arctic_a0004,cmu_us_clb_arctic
phil,ɪ,arctic_a0004,cmu_us_clb_arctic
of,ʌ,arctic_a0146,cmu_us_clb_arctic
that,æ,arctic_a0146,cmu_us_clb_arctic
is,ɪ,arctic_a0146,cmu_us_clb_arctic
uninteresting,ɪ,arctic_a0146,cmu_us_clb_arctic
continued,ɪ,arctic_a0146,cmu_us_clb_arctic
an,æ,arctic_b0402,cmu_us_clb_arctic
altruistic,ɪ,arctic_b0402,cmu_us_clb_arctic
act,æ,arctic_b0402,cmu_us_clb_arctic
is,ɪ,arctic_b0402,cmu_us_clb_arctic
an,æ,arctic_b0402,cmu_us_clb_arctic
act,æ,arctic_b0402,cmu_us_clb_arctic
of,ʌ,arctic_b0402,cmu_us_clb_arctic
others,ʌ,arctic_b0402,cmu_us_clb_arctic
ourselves,ɪ,arctic_a0430,cmu_us_clb_arctic
once,ʌ,arctic_a0430,cmu_us_clb_arctic
in,ɪ,arctic_a0430,cmu_us_clb_arctic
high,ɪ,arctic_a0430,cmu_us_clb_arctic
of,ʌ,arctic_a0430,cmu_us_clb_arctic
abundance,ʌ,arctic_a0430,cmu_us_clb_arctic
my,ɪ,arctic_a0288,cmu_us_clb_arctic
oysters,ɪ,arctic_a0288,cmu_us_clb_arctic
at,æ,arctic_a0288,cmu_us_clb_arctic
last,æ,arctic_a0288,cmu_us_clb_arctic
saxon,æ,arctic_b0262,cmu_us_clb_arctic
will,ɪ,arctic_a0005,cmu_us_clb_arctic
it,ɪ,arctic_a0005,cmu_us_clb_arctic
i,ɪ,arctic_a0572,cmu_us_clb_arctic
anything,ɪ,arctic_a0572,cmu_us_clb_arctic
like,ɪ,arctic_a0572,cmu_us_clb_arctic
in,ɪ,arctic_a0572,cmu_us_clb_arctic
my,ɪ,arctic_a0572,cmu_us_clb_arctic
life,ɪ,arctic_a0572,cmu_us_clb_arctic
i,ɪ,arctic_b0121,cmu_us_clb_arctic
my,ɪ,arctic_b0121,cmu_us_clb_arctic
by,ɪ,arctic_b0121,cmu_us_clb_arctic
they,ɪ,arctic_a0289,cmu_us_clb_arctic
oyster,ɪ,arctic_a0289,cmu_us_clb_arctic
pirates,ɪ,arctic_a0289,cmu_us_clb_arctic
nicholas,ɪ,arctic_a0289,cmu_us_clb_arctic
continued,ɪ,arctic_a0289,cmu_us_clb_arctic
knowing,ɪ,arctic_b0403,cmu_us_clb_arctic
him,ɪ,arctic_b0403,cmu_us_clb_arctic
i,ɪ,arctic_b0403,cmu_us_clb_arctic
review,ɪ,arctic_b0403,cmu_us_clb_arctic
scandinavian,æ,arctic_b0403,cmu_us_clb_arctic
myths,ɪ,arctic_b0403,cmu_us_clb_arctic
with,ɪ,arctic_b0403,cmu_us_clb_arctic
clearer,ɪ,arctic_b0403,cmu_us_clb_arctic
understanding,æ,arctic_b0403,cmu_us_clb_arctic
and,æ,arctic_a0431,cmu_us_clb_arctic
nakata,æ,arctic_a0431,cmu_us_clb_arctic
in,ɪ,arctic_a0431,cmu_us_clb_arctic
a,ɪ,arctic_a0431,cmu_us_clb_arctic
bit,ɪ,arctic_a0431,cmu_us_clb_arctic
of,ʌ,arctic_a0431,cmu_us_clb_arctic
a,ɪ,arctic_a0431,cmu_us_clb_arctic
funk,ʌ,arctic_a0431,cmu_us_clb_arctic
one,ʌ,arctic_a0290,cmu_us_clb_arctic
by,ɪ,arctic_a0290,cmu_us_clb_arctic
one,ʌ,arctic_a0290,cmu_us_clb_arctic
boys,ɪ,arctic_a0290,cmu_us_clb_arctic
captured,æ,arctic_a0290,cmu_us_clb_arctic
a,ɪ,arctic_a0147,cmu_us_clb_arctic
before,ɪ,arctic_a0147,cmu_us_clb_arctic
was,ʌ,arctic_a0147,cmu_us_clb_arctic
intoxicated,ɪ,arctic_a0147,cmu_us_clb_arctic
by,ɪ,arctic_a0147,cmu_us_clb_arctic
a,ɪ,arctic_a0147,cmu_us_clb_arctic
joy,ɪ,arctic_a0147,cmu_us_clb_arctic
that,æ,arctic_a0147,cmu_us_clb_arctic
was,ʌ,arctic_a0147,cmu_us_clb_arctic
madness,æ,arctic_a0147,cmu_us_clb_arctic
once,ʌ,arctic_b0263,cmu_us_clb_arctic
did,ɪ,arctic_b0263,cmu_us_clb_arctic
i,ɪ,arctic_b0263,cmu_us_clb_arctic
confide,ɪ,arctic_b0263,cmu_us_clb_arctic
strangeness,ɪ,arctic_b0263,cmu_us_clb_arctic
of,ʌ,arctic_b0263,cmu_us_clb_arctic
it,ɪ,arctic_b0263,cmu_us_clb_arctic
another,ʌ,arctic_b0263,cmu_us_clb_arctic
was,ʌ,arctic_a0573,cmu_us_clb_arctic
save,ɪ,arctic_a0573,cmu_us_clb_arctic
what,ʌ,arctic_a0573,cmu_us_clb_arctic
they,ɪ,arctic_a0573,cmu_us_clb_arctic
made,ɪ,arctic_a0573,cmu_us_clb_arctic
philip,ɪ,arctic_b0122,cmu_us_clb_arctic
after,æ,arctic_b0122,cmu_us_clb_arctic
his,ɪ,arctic_b0122,cmu_us_clb_arctic
with,ɪ,arctic_b0122,cmu_us_clb_arctic
i,ɪ,arctic_a0006,cmu_us_clb_arctic
i,ɪ,arctic_a0006,cmu_us_clb_arctic
seeing,ɪ,arctic_a0006,cmu_us_clb_arctic
boy,ɪ,arctic_a0432,cmu_us_clb_arctic
at,æ,arctic_a0432,cmu_us_clb_arctic
his,ɪ,arctic_a0432,cmu_us_clb_arctic
and,æ,arctic_b0404,cmu_us_clb_arctic
was,ʌ,arctic_b0404,cmu_us_clb_arctic
reply,ɪ,arctic_b0404,cmu_us_clb_arctic
but,ʌ,arctic_b0264,cmu_us_clb_arctic
this,ɪ,arctic_b0264,cmu_us_clb_arctic
time,ɪ,arctic_b0264,cmu_us_clb_arctic
it,ɪ,arctic_b0264,cmu_us_clb_arctic
was,ʌ,arctic_b0264,cmu_us_clb_arctic
saxon,æ,arctic_b0264,cmu_us_clb_arctic
rebelled,ɪ,arctic_b0264,cmu_us_clb_arctic
things,ɪ,arctic_a0148,cmu_us_clb_arctic
had,æ,arctic_a0148,cmu_us_clb_arctic
been,ɪ,arctic_a0148,cmu_us_clb_arctic
struck,ʌ,arctic_a0148,cmu_us_clb_arctic
within,ɪ,arctic_a0148,cmu_us_clb_arctic
him,ɪ,arctic_a0148,cmu_us_clb_arctic
business,ɪ,arctic_a0574,cmu_us_clb_arctic
man,æ,arctic_a0574,cmu_us_clb_arctic
brien,ɪ,arctic_a0574,cmu_us_clb_arctic
was,ʌ,arctic_a0574,cmu_us_clb_arctic
saying,ɪ,arctic_a0574,cmu_us_clb_arctic
had,æ,arctic_a0291,cmu_us_clb_arctic
by,ɪ,arctic_a0291,cmu_us_clb_arctic
and,æ,arctic_a0291,cmu_us_clb_arctic
acts,æ,arctic_a0291,cmu_us_clb_arctic
had,æ,arctic_a0291,cmu_us_clb_arctic
been,ɪ,arctic_a0291,cmu_us_clb_arctic
they,ɪ,arctic_b0123,cmu_us_clb_arctic
understand,æ,arctic_b0123,cmu_us_clb_arctic
growing,ɪ,arctic_b0123,cmu_us_clb_arctic
disaffection,ɪ,arctic_b0123,cmu_us_clb_arctic
among,ʌ,arctic_b0123,cmu_us_clb_arctic
and,æ,arctic_a0007,cmu_us_clb_arctic
always,ɪ,arctic_a0007,cmu_us_clb_arctic
it,ɪ,arctic_a0007,cmu_us_clb_arctic
in,ɪ,arctic_a0007,cmu_us_clb_arctic
superlative,ɪ,arctic_a0007,cmu_us_clb_arctic
degree,ɪ,arctic_a0007,cmu_us_clb_arctic
and,æ,arctic_b0405,cmu_us_clb_arctic
year,ɪ,arctic_b0405,cmu_us_clb_arctic
something,ɪ,arctic_b0405,cmu_us_clb_arctic
happened,æ,arctic_b0405,cmu_us_clb_arctic
and,æ,arctic_b0405,cmu_us_clb_arctic
i,ɪ,arctic_b0405,cmu_us_clb_arctic
did,ɪ,arctic_b0405,cmu_us_clb_arctic
bridge,ɪ,arctic_a0433,cmu_us_clb_arctic
was,ʌ,arctic_a0433,cmu_us_clb_arctic
tambo,æ,arctic_a0433,cmu_us_clb_arctic
which,ɪ,arctic_a0433,cmu_us_clb_arctic
is,ɪ,arctic_a0433,cmu_us_clb_arctic
native,ɪ,arctic_a0433,cmu_us_clb_arctic
taboo,æ,arctic_a0433,cmu_us_clb_arctic
i,ɪ,arctic_b0265,cmu_us_clb_arctic
was,ʌ,arctic_b0265,cmu_us_clb_arctic
cry,ɪ,arctic_b0265,cmu_us_clb_arctic
in,ɪ,arctic_b0265,cmu_us_clb_arctic
face,ɪ,arctic_b0265,cmu_us_clb_arctic
of,ʌ,arctic_b0265,cmu_us_clb_arctic
fear,ɪ,arctic_b0265,cmu_us_clb_arctic
missions,ɪ,arctic_a0575,cmu_us_clb_arctic
and,æ,arctic_a0575,cmu_us_clb_arctic
was,ʌ,arctic_a0575,cmu_us_clb_arctic
man,æ,arctic_a0575,cmu_us_clb_arctic
here,ɪ,arctic_a0292,cmu_us_clb_arctic
in,ɪ,arctic_a0292,cmu_us_clb_arctic
midmorning,ɪ,arctic_a0292,cmu_us_clb_arctic
casualty,æ,arctic_a0292,cmu_us_clb_arctic
an,æ,arctic_a0149,cmu_us_clb_arctic
instant,ɪ,arctic_a0149,cmu_us_clb_arctic
pierre,ɪ,arctic_a0149,cmu_us_clb_arctic
like,ɪ,arctic_a0149,cmu_us_clb_arctic
a,ɪ,arctic_a0149,cmu_us_clb_arctic
silhouette,ɪ,arctic_a0149,cmu_us_clb_arctic
sky,ɪ,arctic_a0149,cmu_us_clb_arctic
gad,æ,arctic_a0008,cmu_us_clb_arctic
came,ɪ,arctic_a0008,cmu_us_clb_arctic
just,ʌ,arctic_a0008,cmu_us_clb_arctic
in,ɪ,arctic_a0008,cmu_us_clb_arctic
time,ɪ,arctic_a0008,cmu_us_clb_arctic
goodbye,ɪ,arctic_a0150,cmu_us_clb_arctic
pierre,ɪ,arctic_a0150,cmu_us_clb_arctic
passed,æ,arctic_b0124,cmu_us_clb_arctic
and,æ,arctic_b0124,cmu_us_clb_arctic
in,ɪ,arctic_b0124,cmu_us_clb_arctic
that,æ,arctic_b0124,cmu_us_clb_arctic
time,ɪ,arctic_b0124,cmu_us_clb_arctic
camp,æ,arctic_b0124,cmu_us_clb_arctic
times,ɪ,arctic_b0124,cmu_us_clb_arctic
in,ɪ,arctic_b0406,cmu_us_clb_arctic
did,ɪ,arctic_b0406,cmu_us_clb_arctic
it,ɪ,arctic_b0406,cmu_us_clb_arctic
was,ʌ,arctic_b0406,cmu_us_clb_arctic
in,ɪ,arctic_b0406,cmu_us_clb_arctic
a,ɪ,arctic_a0434,cmu_us_clb_arctic
half,æ,arctic_a0434,cmu_us_clb_arctic
a,ɪ,arctic_a0434,cmu_us_clb_arctic
case,ɪ,arctic_a0434,cmu_us_clb_arctic
of,ʌ,arctic_a0434,cmu_us_clb_arctic
tobacco,æ,arctic_a0434,cmu_us_clb_arctic
was,ʌ,arctic_a0434,cmu_us_clb_arctic
they,ɪ,arctic_a0293,cmu_us_clb_arctic
in,ɪ,arctic_a0293,cmu_us_clb_arctic
primeval,ɪ,arctic_a0293,cmu_us_clb_arctic
forest,ɪ,arctic_a0293,cmu_us_clb_arctic
and,æ,arctic_b0266,cmu_us_clb_arctic
in,ɪ,arctic_b0266,cmu_us_clb_arctic
my,ɪ,arctic_b0266,cmu_us_clb_arctic
place,ɪ,arctic_b0266,cmu_us_clb_arctic
a,ɪ,arctic_b0266,cmu_us_clb_arctic
and,æ,arctic_a0009,cmu_us_clb_arctic
faced,ɪ,arctic_a0009,cmu_us_clb_arctic
table,ɪ,arctic_a0009,cmu_us_clb_arctic
and,æ,arctic_a0576,cmu_us_clb_arctic
big,ɪ,arctic_a0576,cmu_us_clb_arctic
of,ʌ,arctic_a0576,cmu_us_clb_arctic
his,ɪ,arctic_a0576,cmu_us_clb_arctic
existence,ɪ,arctic_a0576,cmu_us_clb_arctic
before,ɪ,arctic_a0576,cmu_us_clb_arctic
did,ɪ,arctic_a0576,cmu_us_clb_arctic
of,ʌ,arctic_a0576,cmu_us_clb_arctic
and,æ,arctic_a0151,cmu_us_clb_arctic
was,ʌ,arctic_a0151,cmu_us_clb_arctic
beyond,ɪ,arctic_a0151,cmu_us_clb_arctic
trail,ɪ,arctic_a0151,cmu_us_clb_arctic
with,ɪ,arctic_a0151,cmu_us_clb_arctic
it,ɪ,arctic_b0125,cmu_us_clb_arctic
was,ʌ,arctic_b0125,cmu_us_clb_arctic
time,ɪ,arctic_b0125,cmu_us_clb_arctic
that,æ,arctic_b0125,cmu_us_clb_arctic
philip,ɪ,arctic_b0125,cmu_us_clb_arctic
had,æ,arctic_b0125,cmu_us_clb_arctic
had,æ,arctic_a0294,cmu_us_clb_arctic
been,ɪ,arctic_a0294,cmu_us_clb_arctic
foiled,ɪ,arctic_a0294,cmu_us_clb_arctic
in,ɪ,arctic_a0294,cmu_us_clb_arctic
his,ɪ,arctic_a0294,cmu_us_clb_arctic
escape,ɪ,arctic_a0294,cmu_us_clb_arctic
boy,ɪ,arctic_b0267,cmu_us_clb_arctic
back,æ,arctic_b0267,cmu_us_clb_arctic
his,ɪ,arctic_b0267,cmu_us_clb_arctic
with,ɪ,arctic_b0267,cmu_us_clb_arctic
pride,ɪ,arctic_b0267,cmu_us_clb_arctic
what,ʌ,arctic_a0435,cmu_us_clb_arctic
by,ɪ,arctic_a0435,cmu_us_clb_arctic
this,ɪ,arctic_a0435,cmu_us_clb_arctic
outrageous,ɪ,arctic_a0435,cmu_us_clb_arctic
conduct,ʌ,arctic_a0435,cmu_us_clb_arctic
of,ʌ,arctic_b0407,cmu_us_clb_arctic
much,ʌ,arctic_b0407,cmu_us_clb_arctic
grumbling,ɪ,arctic_b0407,cmu_us_clb_arctic
and,æ,arctic_b0407,cmu_us_clb_arctic
little,ɪ,arctic_b0407,cmu_us_clb_arctic
continually,ɪ,arctic_b0407,cmu_us_clb_arctic
occurring,ɪ,arctic_b0407,cmu_us_clb_arctic
saxon,æ,arctic_b0268,cmu_us_clb_arctic
and,æ,arctic_b0268,cmu_us_clb_arctic
boy,ɪ,arctic_b0268,cmu_us_clb_arctic
but,ʌ,arctic_a0436,cmu_us_clb_arctic
martin,ɪ,arctic_a0436,cmu_us_clb_arctic
smiled,ɪ,arctic_a0436,cmu_us_clb_arctic
a,ɪ,arctic_a0436,cmu_us_clb_arctic
superior,ɪ,arctic_a0436,cmu_us_clb_arctic
smile,ɪ,arctic_a0436,cmu_us_clb_arctic
philip,ɪ,arctic_a0152,cmu_us_clb_arctic
thrust,ʌ,arctic_a0152,cmu_us_clb_arctic
himself,ɪ,arctic_a0152,cmu_us_clb_arctic
it,ɪ,arctic_a0152,cmu_us_clb_arctic
and,æ,arctic_a0152,cmu_us_clb_arctic
once,ʌ,arctic_a0577,cmu_us_clb_arctic
began,æ,arctic_a0577,cmu_us_clb_arctic
emitting,ɪ,arctic_a0577,cmu_us_clb_arctic
its,ɪ,arctic_a0577,cmu_us_clb_arctic
barbaric,æ,arctic_a0577,cmu_us_clb_arctic
rhythms,ɪ,arctic_a0577,cmu_us_clb_arctic
michael,ɪ,arctic_a0577,cmu_us_clb_arctic
was,ʌ,arctic_a0577,cmu_us_clb_arctic
have,æ,arctic_b0408,cmu_us_clb_arctic
advantage,æ,arctic_b0408,cmu_us_clb_arctic
i,ɪ,arctic_a0010,cmu_us_clb_arctic
playing,ɪ,arctic_a0010,cmu_us_clb_arctic
a,ɪ,arctic_a0010,cmu_us_clb_arctic
single,ɪ,arctic_a0010,cmu_us_clb_arctic
hand,æ,arctic_a0010,cmu_us_clb_arctic
in,ɪ,arctic_a0010,cmu_us_clb_arctic
what,ʌ,arctic_a0010,cmu_us_clb_arctic
like,ɪ,arctic_a0010,cmu_us_clb_arctic
a,ɪ,arctic_a0010,cmu_us_clb_arctic
losing,ɪ,arctic_a0010,cmu_us_clb_arctic
game,ɪ,arctic_a0010,cmu_us_clb_arctic
and,æ,arctic_a0295,cmu_us_clb_arctic
it,ɪ,arctic_a0295,cmu_us_clb_arctic
with,ɪ,arctic_a0295,cmu_us_clb_arctic
spears,ɪ,arctic_a0295,cmu_us_clb_arctic
and,æ,arctic_a0295,cmu_us_clb_arctic
arrows,æ,arctic_a0295,cmu_us_clb_arctic
blood,ʌ,arctic_b0126,cmu_us_clb_arctic
was,ʌ,arctic_b0126,cmu_us_clb_arctic
oozing,ɪ,arctic_b0126,cmu_us_clb_arctic
from,ʌ,arctic_b0126,cmu_us_clb_arctic
man,æ,arctic_b0126,cmu_us_clb_arctic
right,ɪ,arctic_b0126,cmu_us_clb_arctic
but,ʌ,arctic_a0578,cmu_us_clb_arctic
just,ʌ,arctic_a0578,cmu_us_clb_arctic
this,ɪ,arctic_a0578,cmu_us_clb_arctic
why,ɪ,arctic_b0269,cmu_us_clb_arctic
like,ɪ,arctic_b0269,cmu_us_clb_arctic
railroad,ɪ,arctic_b0269,cmu_us_clb_arctic
station,ɪ,arctic_b0269,cmu_us_clb_arctic
tapped,æ,arctic_a0153,cmu_us_clb_arctic
his,ɪ,arctic_a0153,cmu_us_clb_arctic
suspiciously,ɪ,arctic_a0153,cmu_us_clb_arctic
with,ɪ,arctic_a0153,cmu_us_clb_arctic
a,ɪ,arctic_a0153,cmu_us_clb_arctic
stubby,ʌ,arctic_a0153,cmu_us_clb_arctic
forefinger,ɪ,arctic_a0153,cmu_us_clb_arctic
bassett,æ,arctic_a0296,cmu_us_clb_arctic
was,ʌ,arctic_a0296,cmu_us_clb_arctic
a,ɪ,arctic_a0296,cmu_us_clb_arctic
fastidious,æ,arctic_a0296,cmu_us_clb_arctic
man,æ,arctic_a0296,cmu_us_clb_arctic
by,ɪ,arctic_a0437,cmu_us_clb_arctic
that,æ,arctic_a0437,cmu_us_clb_arctic
answer,æ,arctic_a0437,cmu_us_clb_arctic
my,ɪ,arctic_a0437,cmu_us_clb_arctic
medical,ɪ,arctic_a0437,cmu_us_clb_arctic
was,ʌ,arctic_a0579,cmu_us_clb_arctic
louisa,ɪ,arctic_a0579,cmu_us_clb_arctic
at,æ,arctic_a0438,cmu_us_clb_arctic
monday,ɪ,arctic_a0438,cmu_us_clb_arctic
with,ɪ,arctic_b0270,cmu_us_clb_arctic
by,ɪ,arctic_b0409,cmu_us_clb_arctic
in,ɪ,arctic_b0409,cmu_us_clb_arctic
its,ɪ,arctic_b0409,cmu_us_clb_arctic
my,ɪ,arctic_b0409,cmu_us_clb_arctic
hip,ɪ,arctic_b0409,cmu_us_clb_arctic
was,ʌ,arctic_a0154,cmu_us_clb_arctic
shaven,ɪ,arctic_a0154,cmu_us_clb_arctic
and,æ,arctic_a0154,cmu_us_clb_arctic
his,ɪ,arctic_a0154,cmu_us_clb_arctic
and,æ,arctic_a0154,cmu_us_clb_arctic
eyes,ɪ,arctic_a0154,cmu_us_clb_arctic
black,æ,arctic_a0154,cmu_us_clb_arctic
this,ɪ,arctic_a0580,cmu_us_clb_arctic
is,ɪ,arctic_a0580,cmu_us_clb_arctic
my,ɪ,arctic_a0580,cmu_us_clb_arctic
fifth,ɪ,arctic_a0580,cmu_us_clb_arctic
voyage,ɪ,arctic_a0580,cmu_us_clb_arctic
destroyed,ɪ,arctic_b0127,cmu_us_clb_arctic
everything,ɪ,arctic_b0127,cmu_us_clb_arctic
that,æ,arctic_b0127,cmu_us_clb_arctic
had,æ,arctic_b0127,cmu_us_clb_arctic
belonged,ɪ,arctic_b0127,cmu_us_clb_arctic
at,æ,arctic_a0439,cmu_us_clb_arctic
wednesday,ɪ,arctic_a0439,cmu_us_clb_arctic
if,ɪ,arctic_a0011,cmu_us_clb_arctic
i,ɪ,arctic_a0011,cmu_us_clb_arctic
a,ɪ,arctic_a0011,cmu_us_clb_arctic
fighter,ɪ,arctic_a0011,cmu_us_clb_arctic
in,ɪ,arctic_a0011,cmu_us_clb_arctic
my,ɪ,arctic_a0011,cmu_us_clb_arctic
life,ɪ,arctic_a0011,cmu_us_clb_arctic
i,ɪ,arctic_a0011,cmu_us_clb_arctic
one,ʌ,arctic_a0011,cmu_us_clb_arctic
philip,ɪ,arctic_b0128,cmu_us_clb_arctic
