Palabra,Fonema,AudioID,Dataset
his,ɪ,arctic_a0429,cmu_us_slt_arctic
face,ɪ,arctic_a0429,cmu_us_slt_arctic
smiling,ɪ,arctic_a0429,cmu_us_slt_arctic
was,ʌ,arctic_a0429,cmu_us_slt_arctic
acquiescence,æ,arctic_a0429,cmu_us_slt_arctic
time,ɪ,arctic_a0003,cmu_us_slt_arctic
that,æ,arctic_a0003,cmu_us_slt_arctic
evening,ɪ,arctic_a0003,cmu_us_slt_arctic
hands,æ,arctic_a0003,cmu_us_slt_arctic
an,æ,arctic_a0287,cmu_us_slt_arctic
eye,ɪ,arctic_a0287,cmu_us_slt_arctic
him,ɪ,arctic_a0287,cmu_us_slt_arctic
i,ɪ,arctic_b0401,cmu_us_slt_arctic
it,ɪ,arctic_b0401,cmu_us_slt_arctic
myself,ɪ,arctic_b0401,cmu_us_slt_arctic
in,ɪ,arctic_b0401,cmu_us_slt_arctic
english,ɪ,arctic_b0401,cmu_us_slt_arctic
ships,ɪ,arctic_b0401,cmu_us_slt_arctic
and,æ,arctic_b0261,cmu_us_slt_arctic
did,ɪ,arctic_b0261,cmu_us_slt_arctic
my,ɪ,arctic_b0261,cmu_us_slt_arctic
i,ɪ,arctic_a0145,cmu_us_slt_arctic
have,æ,arctic_a0145,cmu_us_slt_arctic
of,ʌ,arctic_a0145,cmu_us_slt_arctic
as,æ,arctic_a0145,cmu_us_slt_arctic
they,ɪ,arctic_a0145,cmu_us_slt_arctic
tear,ɪ,arctic_a0145,cmu_us_slt_arctic
easily,ɪ,arctic_a0145,cmu_us_slt_arctic
hitch,ɪ,arctic_b0120,cmu_us_slt_arctic
replied,ɪ,arctic_b0120,cmu_us_slt_arctic
rolling,ɪ,arctic_b0120,cmu_us_slt_arctic
a,ɪ,arctic_b0120,cmu_us_slt_arctic
cigarette,ɪ,arctic_b0120,cmu_us_slt_arctic
had,æ,arctic_a0571,cmu_us_slt_arctic
build,ɪ,arctic_a0571,cmu_us_slt_arctic
a,ɪ,arctic_a0571,cmu_us_slt_arctic
fire,ɪ,arctic_a0571,cmu_us_slt_arctic
and,æ,arctic_a0571,cmu_us_slt_arctic
saxon,æ,arctic_b0262,cmu_us_slt_arctic
but,ʌ,arctic_a0004,cmu_us_slt_arctic
i,ɪ,arctic_a0004,cmu_us_slt_arctic
glad,æ,arctic_a0004,cmu_us_slt_arctic
phil,ɪ,arctic_a0004,cmu_us_slt_arctic
ourselves,ɪ,arctic_a0430,cmu_us_slt_arctic
once,ʌ,arctic_a0430,cmu_us_slt_arctic
in,ɪ,arctic_a0430,cmu_us_slt_arctic
high,ɪ,arctic_a0430,cmu_us_slt_arctic
of,ʌ,arctic_a0430,cmu_us_slt_arctic
abundance,ʌ,arctic_a0430,cmu_us_slt_arctic
of,ʌ,arctic_a0146,cmu_us_slt_arctic
that,æ,arctic_a0146,cmu_us_slt_arctic
is,ɪ,arctic_a0146,cmu_us_slt_arctic
uninteresting,ɪ,arctic_a0146,cmu_us_slt_arctic
continued,ɪ,arctic_a0146,cmu_us_slt_arctic
my,ɪ,arctic_a0288,cmu_us_slt_arctic
oysters,ɪ,arctic_a0288,cmu_us_slt_arctic
at,æ,arctic_a0288,cmu_us_slt_arctic
last,æ,arctic_a0288,cmu_us_slt_arctic
an,æ,arctic_b0402,cmu_us_slt_arctic
altruistic,ɪ,arctic_b0402,cmu_us_slt_arctic
act,æ,arctic_b0402,cmu_us_slt_arctic
is,ɪ,arctic_b0402,cmu_us_slt_arctic
an,æ,arctic_b0402,cmu_us_slt_arctic
act,æ,arctic_b0402,cmu_us_slt_arctic
of,ʌ,arctic_b0402,cmu_us_slt_arctic
others,ʌ,arctic_b0402,cmu_us_slt_arctic
i,ɪ,arctic_b0121,cmu_us_slt_arctic
my,ɪ,arctic_b0121,cmu_us_slt_arctic
by,ɪ,arctic_b0121,cmu_us_slt_arctic
will,ɪ,arctic_a0005,cmu_us_slt_arctic
it,ɪ,arctic_a0005,cmu_us_slt_arctic
i,ɪ,arctic_a0572,cmu_us_slt_arctic
anything,ɪ,arctic_a0572,cmu_us_slt_arctic
like,ɪ,arctic_a0572,cmu_us_slt_arctic
in,ɪ,arctic_a0572,cmu_us_slt_arctic
my,ɪ,arctic_a0572,cmu_us_slt_arctic
life,ɪ,arctic_a0572,cmu_us_slt_arctic
once,ʌ,arctic_b0263,cmu_us_slt_arctic
did,ɪ,arctic_b0263,cmu_us_slt_arctic
i,ɪ,arctic_b0263,cmu_us_slt_arctic
confide,ɪ,arctic_b0263,cmu_us_slt_arctic
strangeness,ɪ,arctic_b0263,cmu_us_slt_arctic
of,ʌ,arctic_b0263,cmu_us_slt_arctic
it,ɪ,arctic_b0263,cmu_us_slt_arctic
another,ʌ,arctic_b0263,cmu_us_slt_arctic
and,æ,arctic_a0431,cmu_us_slt_arctic
nakata,æ,arctic_a0431,cmu_us_slt_arctic
in,ɪ,arctic_a0431,cmu_us_slt_arctic
a,ɪ,arctic_a0431,cmu_us_slt_arctic
bit,ɪ,arctic_a0431,cmu_us_slt_arctic
of,ʌ,arctic_a0431,cmu_us_slt_arctic
a,ɪ,arctic_a0431,cmu_us_slt_arctic
funk,ʌ,arctic_a0431,cmu_us_slt_arctic
they,ɪ,arctic_a0289,cmu_us_slt_arctic
oyster,ɪ,arctic_a0289,cmu_us_slt_arctic
pirates,ɪ,arctic_a0289,cmu_us_slt_arctic
nicholas,ɪ,arctic_a0289,cmu_us_slt_arctic
continued,ɪ,arctic_a0289,cmu_us_slt_arctic
a,ɪ,arctic_a0147,cmu_us_slt_arctic
before,ɪ,arctic_a0147,cmu_us_slt_arctic
was,ʌ,arctic_a0147,cmu_us_slt_arctic
intoxicated,ɪ,arctic_a0147,cmu_us_slt_arctic
by,ɪ,arctic_a0147,cmu_us_slt_arctic
a,ɪ,arctic_a0147,cmu_us_slt_arctic
joy,ɪ,arctic_a0147,cmu_us_slt_arctic
that,æ,arctic_a0147,cmu_us_slt_arctic
was,ʌ,arctic_a0147,cmu_us_slt_arctic
madness,æ,arctic_a0147,cmu_us_slt_arctic
knowing,ɪ,arctic_b0403,cmu_us_slt_arctic
him,ɪ,arctic_b0403,cmu_us_slt_arctic
i,ɪ,arctic_b0403,cmu_us_slt_arctic
review,ɪ,arctic_b0403,cmu_us_slt_arctic
scandinavian,æ,arctic_b0403,cmu_us_slt_arctic
myths,ɪ,arctic_b0403,cmu_us_slt_arctic
with,ɪ,arctic_b0403,cmu_us_slt_arctic
clearer,ɪ,arctic_b0403,cmu_us_slt_arctic
understanding,æ,arctic_b0403,cmu_us_slt_arctic
philip,ɪ,arctic_b0122,cmu_us_slt_arctic
after,æ,arctic_b0122,cmu_us_slt_arctic
his,ɪ,arctic_b0122,cmu_us_slt_arctic
with,ɪ,arctic_b0122,cmu_us_slt_arctic
i,ɪ,arctic_a0006,cmu_us_slt_arctic
i,ɪ,arctic_a0006,cmu_us_slt_arctic
seeing,ɪ,arctic_a0006,cmu_us_slt_arctic
boy,ɪ,arctic_a0432,cmu_us_slt_arctic
at,æ,arctic_a0432,cmu_us_slt_arctic
his,ɪ,arctic_a0432,cmu_us_slt_arctic
one,ʌ,arctic_a0290,cmu_us_slt_arctic
by,ɪ,arctic_a0290,cmu_us_slt_arctic
one,ʌ,arctic_a0290,cmu_us_slt_arctic
boys,ɪ,arctic_a0290,cmu_us_slt_arctic
captured,æ,arctic_a0290,cmu_us_slt_arctic
but,ʌ,arctic_b0264,cmu_us_slt_arctic
this,ɪ,arctic_b0264,cmu_us_slt_arctic
time,ɪ,arctic_b0264,cmu_us_slt_arctic
it,ɪ,arctic_b0264,cmu_us_slt_arctic
was,ʌ,arctic_b0264,cmu_us_slt_arctic
saxon,æ,arctic_b0264,cmu_us_slt_arctic
rebelled,ɪ,arctic_b0264,cmu_us_slt_arctic
was,ʌ,arctic_a0573,cmu_us_slt_arctic
save,ɪ,arctic_a0573,cmu_us_slt_arctic
what,ʌ,arctic_a0573,cmu_us_slt_arctic
they,ɪ,arctic_a0573,cmu_us_slt_arctic
made,ɪ,arctic_a0573,cmu_us_slt_arctic
and,æ,arctic_b0404,cmu_us_slt_arctic
was,ʌ,arctic_b0404,cmu_us_slt_arctic
reply,ɪ,arctic_b0404,cmu_us_slt_arctic
things,ɪ,arctic_a0148,cmu_us_slt_arctic
had,æ,arctic_a0148,cmu_us_slt_arctic
been,ɪ,arctic_a0148,cmu_us_slt_arctic
struck,ʌ,arctic_a0148,cmu_us_slt_arctic
within,ɪ,arctic_a0148,cmu_us_slt_arctic
him,ɪ,arctic_a0148,cmu_us_slt_arctic
and,æ,arctic_a0007,cmu_us_slt_arctic
always,ɪ,arctic_a0007,cmu_us_slt_arctic
it,ɪ,arctic_a0007,cmu_us_slt_arctic
in,ɪ,arctic_a0007,cmu_us_slt_arctic
superlative,ɪ,arctic_a0007,cmu_us_slt_arctic
degree,ɪ,arctic_a0007,cmu_us_slt_arctic
they,ɪ,arctic_b0123,cmu_us_slt_arctic
understand,æ,arctic_b0123,cmu_us_slt_arctic
growing,ɪ,arctic_b0123,cmu_us_slt_arctic
disaffection,ɪ,arctic_b0123,cmu_us_slt_arctic
among,ʌ,arctic_b0123,cmu_us_slt_arctic
had,æ,arctic_a0291,cmu_us_slt_arctic
by,ɪ,arctic_a0291,cmu_us_slt_arctic
and,æ,arctic_a0291,cmu_us_slt_arctic
acts,æ,arctic_a0291,cmu_us_slt_arctic
had,æ,arctic_a0291,cmu_us_slt_arctic
been,ɪ,arctic_a0291,cmu_us_slt_arctic
bridge,ɪ,arctic_a0433,cmu_us_slt_arctic
was,ʌ,arctic_a0433,cmu_us_slt_arctic
tambo,æ,arctic_a0433,cmu_us_slt_arctic
which,ɪ,arctic_a0433,cmu_us_slt_arctic
is,ɪ,arctic_a0433,cmu_us_slt_arctic
native,ɪ,arctic_a0433,cmu_us_slt_arctic
taboo,æ,arctic_a0433,cmu_us_slt_arctic
business,ɪ,arctic_a0574,cmu_us_slt_arctic
man,æ,arctic_a0574,cmu_us_slt_arctic
brien,ɪ,arctic_a0574,cmu_us_slt_arctic
was,ʌ,arctic_a0574,cmu_us_slt_arctic
saying,ɪ,arctic_a0574,cmu_us_slt_arctic
i,ɪ,arctic_b0265,cmu_us_slt_arctic
was,ʌ,arctic_b0265,cmu_us_slt_arctic
cry,ɪ,arctic_b0265,cmu_us_slt_arctic
in,ɪ,arctic_b0265,cmu_us_slt_arctic
face,ɪ,arctic_b0265,cmu_us_slt_arctic
of,ʌ,arctic_b0265,cmu_us_slt_arctic
fear,ɪ,arctic_b0265,cmu_us_slt_arctic
and,æ,arctic_b0405,cmu_us_slt_arctic
year,ɪ,arctic_b0405,cmu_us_slt_arctic
something,ɪ,arctic_b0405,cmu_us_slt_arctic
happened,æ,arctic_b0405,cmu_us_slt_arctic
and,æ,arctic_b0405,cmu_us_slt_arctic
i,ɪ,arctic_b0405,cmu_us_slt_arctic
did,ɪ,arctic_b0405,cmu_us_slt_arctic
gad,æ,arctic_a0008,cmu_us_slt_arctic
came,ɪ,arctic_a0008,cmu_us_slt_arctic
just,ʌ,arctic_a0008,cmu_us_slt_arctic
in,ɪ,arctic_a0008,cmu_us_slt_arctic
time,ɪ,arctic_a0008,cmu_us_slt_arctic
a,ɪ,arctic_a0434,cmu_us_slt_arctic
half,æ,arctic_a0434,cmu_us_slt_arctic
a,ɪ,arctic_a0434,cmu_us_slt_arctic
case,ɪ,arctic_a0434,cmu_us_slt_arctic
of,ʌ,arctic_a0434,cmu_us_slt_arctic
tobacco,æ,arctic_a0434,cmu_us_slt_arctic
was,ʌ,arctic_a0434,cmu_us_slt_arctic
an,æ,arctic_a0149,cmu_us_slt_arctic
instant,ɪ,arctic_a0149,cmu_us_slt_arctic
pierre,ɪ,arctic_a0149,cmu_us_slt_arctic
like,ɪ,arctic_a0149,cmu_us_slt_arctic
a,ɪ,arctic_a0149,cmu_us_slt_arctic
silhouette,ɪ,arctic_a0149,cmu_us_slt_arctic
sky,ɪ,arctic_a0149,cmu_us_slt_arctic
here,ɪ,arctic_a0292,cmu_us_slt_arctic
in,ɪ,arctic_a0292,cmu_us_slt_arctic
midmorning,ɪ,arctic_a0292,cmu_us_slt_arctic
casualty,æ,arctic_a0292,cmu_us_slt_arctic
passed,æ,arctic_b0124,cmu_us_slt_arctic
and,æ,arctic_b0124,cmu_us_slt_arctic
in,ɪ,arctic_b0124,cmu_us_slt_arctic
that,æ,arctic_b0124,cmu_us_slt_arctic
time,ɪ,arctic_b0124,cmu_us_slt_arctic
camp,æ,arctic_b0124,cmu_us_slt_arctic
times,ɪ,arctic_b0124,cmu_us_slt_arctic
missions,ɪ,arctic_a0575,cmu_us_slt_arctic
and,æ,arctic_a0575,cmu_us_slt_arctic
was,ʌ,arctic_a0575,cmu_us_slt_arctic
man,æ,arctic_a0575,cmu_us_slt_arctic
and,æ,arctic_b0266,cmu_us_slt_arctic
in,ɪ,arctic_b0266,cmu_us_slt_arctic
my,ɪ,arctic_b0266,cmu_us_slt_arctic
place,ɪ,arctic_b0266,cmu_us_slt_arctic
a,ɪ,arctic_b0266,cmu_us_slt_arctic
goodbye,ɪ,arctic_a0150,cmu_us_slt_arctic
pierre,ɪ,arctic_a0150,cmu_us_slt_arctic
and,æ,arctic_a0009,cmu_us_slt_arctic
faced,ɪ,arctic_a0009,cmu_us_slt_arctic
table,ɪ,arctic_a0009,cmu_us_slt_arctic
in,ɪ,arctic_b0406,cmu_us_slt_arctic
did,ɪ,arctic_b0406,cmu_us_slt_arctic
it,ɪ,arctic_b0406,cmu_us_slt_arctic
was,ʌ,arctic_b0406,cmu_us_slt_arctic
in,ɪ,arctic_b0406,cmu_us_slt_arctic
they,ɪ,arctic_a0293,cmu_us_slt_arctic
in,ɪ,arctic_a0293,cmu_us_slt_arctic
primeval,ɪ,arctic_a0293,cmu_us_slt_arctic
forest,ɪ,arctic_a0293,cmu_us_slt_arctic
what,ʌ,arctic_a0435,cmu_us_slt_arctic
by,ɪ,arctic_a0435,cmu_us_slt_arctic
this,ɪ,arctic_a0435,cmu_us_slt_arctic
outrageous,ɪ,arctic_a0435,cmu_us_slt_arctic
conduct,ʌ,arctic_a0435,cmu_us_slt_arctic
boy,ɪ,arctic_b0267,cmu_us_slt_arctic
back,æ,arctic_b0267,cmu_us_slt_arctic
his,ɪ,arctic_b0267,cmu_us_slt_arctic
with,ɪ,arctic_b0267,cmu_us_slt_arctic
pride,ɪ,arctic_b0267,cmu_us_slt_arctic
it,ɪ,arctic_b0125,cmu_us_slt_arctic
was,ʌ,arctic_b0125,cmu_us_slt_arctic
time,ɪ,arctic_b0125,cmu_us_slt_arctic
that,æ,arctic_b0125,cmu_us_slt_arctic
philip,ɪ,arctic_b0125,cmu_us_slt_arctic
had,æ,arctic_b0125,cmu_us_slt_arctic
but,ʌ,arctic_a0436,cmu_us_slt_arctic
martin,ɪ,arctic_a0436,cmu_us_slt_arctic
smiled,ɪ,arctic_a0436,cmu_us_slt_arctic
a,ɪ,arctic_a0436,cmu_us_slt_arctic
superior,ɪ,arctic_a0436,cmu_us_slt_arctic
smile,ɪ,arctic_a0436,cmu_us_slt_arctic
and,æ,arctic_a0151,cmu_us_slt_arctic
was,ʌ,arctic_a0151,cmu_us_slt_arctic
beyond,ɪ,arctic_a0151,cmu_us_slt_arctic
trail,ɪ,arctic_a0151,cmu_us_slt_arctic
with,ɪ,arctic_a0151,cmu_us_slt_arctic
and,æ,arctic_a0576,cmu_us_slt_arctic
big,ɪ,arctic_a0576,cmu_us_slt_arctic
of,ʌ,arctic_a0576,cmu_us_slt_arctic
his,ɪ,arctic_a0576,cmu_us_slt_arctic
existence,ɪ,arctic_a0576,cmu_us_slt_arctic
before,ɪ,arctic_a0576,cmu_us_slt_arctic
did,ɪ,arctic_a0576,cmu_us_slt_arctic
of,ʌ,arctic_a0576,cmu_us_slt_arctic
had,æ,arctic_a0294,cmu_us_slt_arctic
been,ɪ,arctic_a0294,cmu_us_slt_arctic
foiled,ɪ,arctic_a0294,cmu_us_slt_arctic
in,ɪ,arctic_a0294,cmu_us_slt_arctic
his,ɪ,arctic_a0294,cmu_us_slt_arctic
escape,ɪ,arctic_a0294,cmu_us_slt_arctic
saxon,æ,arctic_b0268,cmu_us_slt_arctic
and,æ,arctic_b0268,cmu_us_slt_arctic
boy,ɪ,arctic_b0268,cmu_us_slt_arctic
i,ɪ,arctic_a0010,cmu_us_slt_arctic
playing,ɪ,arctic_a0010,cmu_us_slt_arctic
a,ɪ,arctic_a0010,cmu_us_slt_arctic
single,ɪ,arctic_a0010,cmu_us_slt_arctic
hand,æ,arctic_a0010,cmu_us_slt_arctic
in,ɪ,arctic_a0010,cmu_us_slt_arctic
what,ʌ,arctic_a0010,cmu_us_slt_arctic
like,ɪ,arctic_a0010,cmu_us_slt_arctic
a,ɪ,arctic_a0010,cmu_us_slt_arctic
losing,ɪ,arctic_a0010,cmu_us_slt_arctic
game,ɪ,arctic_a0010,cmu_us_slt_arctic
philip,ɪ,arctic_a0152,cmu_us_slt_arctic
thrust,ʌ,arctic_a0152,cmu_us_slt_arctic
himself,ɪ,arctic_a0152,cmu_us_slt_arctic
it,ɪ,arctic_a0152,cmu_us_slt_arctic
and,æ,arctic_a0152,cmu_us_slt_arctic
of,ʌ,arctic_b0407,cmu_us_slt_arctic
much,ʌ,arctic_b0407,cmu_us_slt_arctic
grumbling,ɪ,arctic_b0407,cmu_us_slt_arctic
and,æ,arctic_b0407,cmu_us_slt_arctic
little,ɪ,arctic_b0407,cmu_us_slt_arctic
continually,ɪ,arctic_b0407,cmu_us_slt_arctic
occurring,ɪ,arctic_b0407,cmu_us_slt_arctic
by,ɪ,arctic_a0437,cmu_us_slt_arctic
that,æ,arctic_a0437,cmu_us_slt_arctic
answer,æ,arctic_a0437,cmu_us_slt_arctic
my,ɪ,arctic_a0437,cmu_us_slt_arctic
medical,ɪ,arctic_a0437,cmu_us_slt_arctic
once,ʌ,arctic_a0577,cmu_us_slt_arctic
began,æ,arctic_a0577,cmu_us_slt_arctic
emitting,ɪ,arctic_a0577,cmu_us_slt_arctic
its,ɪ,arctic_a0577,cmu_us_slt_arctic
barbaric,æ,arctic_a0577,cmu_us_slt_arctic
rhythms,ɪ,arctic_a0577,cmu_us_slt_arctic
michael,ɪ,arctic_a0577,cmu_us_slt_arctic
was,ʌ,arctic_a0577,cmu_us_slt_arctic
why,ɪ,arctic_b0269,cmu_us_slt_arctic
like,ɪ,arctic_b0269,cmu_us_slt_arctic
railroad,ɪ,arctic_b0269,cmu_us_slt_arctic
station,ɪ,arctic_b0269,cmu_us_slt_arctic
blood,ʌ,arctic_b0126,cmu_us_slt_arctic
was,ʌ,arctic_b0126,cmu_us_slt_arctic
oozing,ɪ,arctic_b0126,cmu_us_slt_arctic
from,ʌ,arctic_b0126,cmu_us_slt_arctic
man,æ,arctic_b0126,cmu_us_slt_arctic
right,ɪ,arctic_b0126,cmu_us_slt_arctic
at,æ,arctic_a0438,cmu_us_slt_arctic
monday,ɪ,arctic_a0438,cmu_us_slt_arctic
and,æ,arctic_a0295,cmu_us_slt_arctic
it,ɪ,arctic_a0295,cmu_us_slt_arctic
with,ɪ,arctic_a0295,cmu_us_slt_arctic
spears,ɪ,arctic_a0295,cmu_us_slt_arctic
and,æ,arctic_a0295,cmu_us_slt_arctic
arrows,æ,arctic_a0295,cmu_us_slt_arctic
have,æ,arctic_b0408,cmu_us_slt_arctic
advantage,æ,arctic_b0408,cmu_us_slt_arctic
tapped,æ,arctic_a0153,cmu_us_slt_arctic
his,ɪ,arctic_a0153,cmu_us_slt_arctic
suspiciously,ɪ,arctic_a0153,cmu_us_slt_arctic
with,ɪ,arctic_a0153,cmu_us_slt_arctic
a,ɪ,arctic_a0153,cmu_us_slt_arctic
stubby,ʌ,arctic_a0153,cmu_us_slt_arctic
forefinger,ɪ,arctic_a0153,cmu_us_slt_arctic
but,ʌ,arctic_a0578,cmu_us_slt_arctic
just,ʌ,arctic_a0578,cmu_us_slt_arctic
this,ɪ,arctic_a0578,cmu_us_slt_arctic
at,æ,arctic_a0439,cmu_us_slt_arctic
wednesday,ɪ,arctic_a0439,cmu_us_slt_arctic
if,ɪ,arctic_a0011,cmu_us_slt_arctic
i,ɪ,arctic_a0011,cmu_us_slt_arctic
a,ɪ,arctic_a0011,cmu_us_slt_arctic
fighter,ɪ,arctic_a0011,cmu_us_slt_arctic
in,ɪ,arctic_a0011,cmu_us_slt_arctic
my,ɪ,arctic_a0011,cmu_us_slt_arctic
life,ɪ,arctic_a0011,cmu_us_slt_arctic
i,ɪ,arctic_a0011,cmu_us_slt_arctic
one,ʌ,arctic_a0011,cmu_us_slt_arctic
with,ɪ,arctic_b0270,cmu_us_slt_arctic
bassett,æ,arctic_a0296,cmu_us_slt_arctic
was,ʌ,arctic_a0296,cmu_us_slt_arctic
a,ɪ,arctic_a0296,cmu_us_slt_arctic
fastidious,æ,arctic_a0296,cmu_us_slt_arctic
man,æ,arctic_a0296,cmu_us_slt_arctic
i,ɪ,arctic_a0440,cmu_us_slt_arctic
destroyed,ɪ,arctic_b0127,cmu_us_slt_arctic
everything,ɪ,arctic_b0127,cmu_us_slt_arctic
that,æ,arctic_b0127,cmu_us_slt_arctic
had,æ,arctic_b0127,cmu_us_slt_arctic
belonged,ɪ,arctic_b0127,cmu_us_slt_arctic
was,ʌ,arctic_a0579,cmu_us_slt_arctic
louisa,ɪ,arctic_a0579,cmu_us_slt_arctic
was,ʌ,arctic_a0154,cmu_us_slt_arctic
shaven,ɪ,arctic_a0154,cmu_us_slt_arctic
and,æ,arctic_a0154,cmu_us_slt_arctic
his,ɪ,arctic_a0154,cmu_us_slt_arctic
and,æ,arctic_a0154,cmu_us_slt_arctic
eyes,ɪ,arctic_a0154,cmu_us_slt_arctic
black,æ,arctic_a0154,cmu_us_slt_arctic
it,ɪ,arctic_b0271,cmu_us_slt_arctic
was,ʌ,arctic_b0271,cmu_us_slt_arctic
in,ɪ,arctic_b0271,cmu_us_slt_arctic
a,ɪ,arctic_b0271,cmu_us_slt_arctic
casual,æ,arctic_b0271,cmu_us_slt_arctic
of,ʌ,arctic_b0271,cmu_us_slt_arctic
way,ɪ,arctic_b0271,cmu_us_slt_arctic
philip,ɪ,arctic_b0128,cmu_us_slt_arctic
pierre,ɪ,arctic_b0128,cmu_us_slt_arctic
shoved,ʌ,arctic_a0012,cmu_us_slt_arctic
back,æ,arctic_a0012,cmu_us_slt_arctic
