Palabra,Fonema,AudioID,Dataset
build,ɪ,arctic_a0571,cmu_us_bdl_arctic
a,ɪ,arctic_a0571,cmu_us_bdl_arctic
fire,ɪ,arctic_a0571,cmu_us_bdl_arctic
and,æ,arctic_a0571,cmu_us_bdl_arctic
saxon,æ,arctic_b0262,cmu_us_bdl_arctic
of,ʌ,arctic_a0146,cmu_us_bdl_arctic
that,æ,arctic_a0146,cmu_us_bdl_arctic
is,ɪ,arctic_a0146,cmu_us_bdl_arctic
uninteresting,ɪ,arctic_a0146,cmu_us_bdl_arctic
continued,ɪ,arctic_a0146,cmu_us_bdl_arctic
ourselves,ɪ,arctic_a0430,cmu_us_bdl_arctic
once,ʌ,arctic_a0430,cmu_us_bdl_arctic
in,ɪ,arctic_a0430,cmu_us_bdl_arctic
high,ɪ,arctic_a0430,cmu_us_bdl_arctic
of,ʌ,arctic_a0430,cmu_us_bdl_arctic
abundance,ʌ,arctic_a0430,cmu_us_bdl_arctic
but,ʌ,arctic_a0004,cmu_us_bdl_arctic
i,ɪ,arctic_a0004,cmu_us_bdl_arctic
glad,æ,arctic_a0004,cmu_us_bdl_arctic
phil,ɪ,arctic_a0004,cmu_us_bdl_arctic
my,ɪ,arctic_a0288,cmu_us_bdl_arctic
oysters,ɪ,arctic_a0288,cmu_us_bdl_arctic
at,æ,arctic_a0288,cmu_us_bdl_arctic
last,æ,arctic_a0288,cmu_us_bdl_arctic
an,æ,arctic_b0402,cmu_us_bdl_arctic
altruistic,ɪ,arctic_b0402,cmu_us_bdl_arctic
act,æ,arctic_b0402,cmu_us_bdl_arctic
is,ɪ,arctic_b0402,cmu_us_bdl_arctic
an,æ,arctic_b0402,cmu_us_bdl_arctic
act,æ,arctic_b0402,cmu_us_bdl_arctic
of,ʌ,arctic_b0402,cmu_us_bdl_arctic
others,ʌ,arctic_b0402,cmu_us_bdl_arctic
i,ɪ,arctic_b0121,cmu_us_bdl_arctic
my,ɪ,arctic_b0121,cmu_us_bdl_arctic
by,ɪ,arctic_b0121,cmu_us_bdl_arctic
will,ɪ,arctic_a0005,cmu_us_bdl_arctic
it,ɪ,arctic_a0005,cmu_us_bdl_arctic
i,ɪ,arctic_a0572,cmu_us_bdl_arctic
anything,ɪ,arctic_a0572,cmu_us_bdl_arctic
like,ɪ,arctic_a0572,cmu_us_bdl_arctic
in,ɪ,arctic_a0572,cmu_us_bdl_arctic
my,ɪ,arctic_a0572,cmu_us_bdl_arctic
life,ɪ,arctic_a0572,cmu_us_bdl_arctic
once,ʌ,arctic_b0263,cmu_us_bdl_arctic
did,ɪ,arctic_b0263,cmu_us_bdl_arctic
i,ɪ,arctic_b0263,cmu_us_bdl_arctic
confide,ɪ,arctic_b0263,cmu_us_bdl_arctic
strangeness,ɪ,arctic_b0263,cmu_us_bdl_arctic
of,ʌ,arctic_b0263,cmu_us_bdl_arctic
it,ɪ,arctic_b0263,cmu_us_bdl_arctic
another,ʌ,arctic_b0263,cmu_us_bdl_arctic
they,ɪ,arctic_a0289,cmu_us_bdl_arctic
oyster,ɪ,arctic_a0289,cmu_us_bdl_arctic
pirates,ɪ,arctic_a0289,cmu_us_bdl_arctic
nicholas,ɪ,arctic_a0289,cmu_us_bdl_arctic
continued,ɪ,arctic_a0289,cmu_us_bdl_arctic
and,æ,arctic_a0431,cmu_us_bdl_arctic
nakata,æ,arctic_a0431,cmu_us_bdl_arctic
in,ɪ,arctic_a0431,cmu_us_bdl_arctic
a,ɪ,arctic_a0431,cmu_us_bdl_arctic
bit,ɪ,arctic_a0431,cmu_us_bdl_arctic
of,ʌ,arctic_a0431,cmu_us_bdl_arctic
a,ɪ,arctic_a0431,cmu_us_bdl_arctic
funk,ʌ,arctic_a0431,cmu_us_bdl_arctic
a,ɪ,arctic_a0147,cmu_us_bdl_arctic
before,ɪ,arctic_a0147,cmu_us_bdl_arctic
was,ʌ,arctic_a0147,cmu_us_bdl_arctic
intoxicated,ɪ,arctic_a0147,cmu_us_bdl_arctic
by,ɪ,arctic_a0147,cmu_us_bdl_arctic
a,ɪ,arctic_a0147,cmu_us_bdl_arctic
joy,ɪ,arctic_a0147,cmu_us_bdl_arctic
that,æ,arctic_a0147,cmu_us_bdl_arctic
was,ʌ,arctic_a0147,cmu_us_bdl_arctic
madness,æ,arctic_a0147,cmu_us_bdl_arctic
philip,ɪ,arctic_b0122,cmu_us_bdl_arctic
after,æ,arctic_b0122,cmu_us_bdl_arctic
his,ɪ,arctic_b0122,cmu_us_bdl_arctic
with,ɪ,arctic_b0122,cmu_us_bdl_arctic
knowing,ɪ,arctic_b0403,cmu_us_bdl_arctic
him,ɪ,arctic_b0403,cmu_us_bdl_arctic
i,ɪ,arctic_b0403,cmu_us_bdl_arctic
review,ɪ,arctic_b0403,cmu_us_bdl_arctic
scandinavian,æ,arctic_b0403,cmu_us_bdl_arctic
myths,ɪ,arctic_b0403,cmu_us_bdl_arctic
with,ɪ,arctic_b0403,cmu_us_bdl_arctic
clearer,ɪ,arctic_b0403,cmu_us_bdl_arctic
understanding,æ,arctic_b0403,cmu_us_bdl_arctic
i,ɪ,arctic_a0006,cmu_us_bdl_arctic
i,ɪ,arctic_a0006,cmu_us_bdl_arctic
seeing,ɪ,arctic_a0006,cmu_us_bdl_arctic
but,ʌ,arctic_b0264,cmu_us_bdl_arctic
this,ɪ,arctic_b0264,cmu_us_bdl_arctic
time,ɪ,arctic_b0264,cmu_us_bdl_arctic
it,ɪ,arctic_b0264,cmu_us_bdl_arctic
was,ʌ,arctic_b0264,cmu_us_bdl_arctic
saxon,æ,arctic_b0264,cmu_us_bdl_arctic
rebelled,ɪ,arctic_b0264,cmu_us_bdl_arctic
one,ʌ,arctic_a0290,cmu_us_bdl_arctic
by,ɪ,arctic_a0290,cmu_us_bdl_arctic
one,ʌ,arctic_a0290,cmu_us_bdl_arctic
boys,ɪ,arctic_a0290,cmu_us_bdl_arctic
captured,æ,arctic_a0290,cmu_us_bdl_arctic
was,ʌ,arctic_a0573,cmu_us_bdl_arctic
save,ɪ,arctic_a0573,cmu_us_bdl_arctic
what,ʌ,arctic_a0573,cmu_us_bdl_arctic
they,ɪ,arctic_a0573,cmu_us_bdl_arctic
made,ɪ,arctic_a0573,cmu_us_bdl_arctic
boy,ɪ,arctic_a0432,cmu_us_bdl_arctic
at,æ,arctic_a0432,cmu_us_bdl_arctic
his,ɪ,arctic_a0432,cmu_us_bdl_arctic
and,æ,arctic_b0404,cmu_us_bdl_arctic
was,ʌ,arctic_b0404,cmu_us_bdl_arctic
reply,ɪ,arctic_b0404,cmu_us_bdl_arctic
things,ɪ,arctic_a0148,cmu_us_bdl_arctic
had,æ,arctic_a0148,cmu_us_bdl_arctic
been,ɪ,arctic_a0148,cmu_us_bdl_arctic
struck,ʌ,arctic_a0148,cmu_us_bdl_arctic
within,ɪ,arctic_a0148,cmu_us_bdl_arctic
him,ɪ,arctic_a0148,cmu_us_bdl_arctic
they,ɪ,arctic_b0123,cmu_us_bdl_arctic
understand,æ,arctic_b0123,cmu_us_bdl_arctic
growing,ɪ,arctic_b0123,cmu_us_bdl_arctic
disaffection,ɪ,arctic_b0123,cmu_us_bdl_arctic
among,ʌ,arctic_b0123,cmu_us_bdl_arctic
and,æ,arctic_a0007,cmu_us_bdl_arctic
always,ɪ,arctic_a0007,cmu_us_bdl_arctic
it,ɪ,arctic_a0007,cmu_us_bdl_arctic
in,ɪ,arctic_a0007,cmu_us_bdl_arctic
superlative,ɪ,arctic_a0007,cmu_us_bdl_arctic
degree,ɪ,arctic_a0007,cmu_us_bdl_arctic
business,ɪ,arctic_a0574,cmu_us_bdl_arctic
man,æ,arctic_a0574,cmu_us_bdl_arctic
brien,ɪ,arctic_a0574,cmu_us_bdl_arctic
was,ʌ,arctic_a0574,cmu_us_bdl_arctic
saying,ɪ,arctic_a0574,cmu_us_bdl_arctic
i,ɪ,arctic_b0265,cmu_us_bdl_arctic
was,ʌ,arctic_b0265,cmu_us_bdl_arctic
cry,ɪ,arctic_b0265,cmu_us_bdl_arctic
in,ɪ,arctic_b0265,cmu_us_bdl_arctic
face,ɪ,arctic_b0265,cmu_us_bdl_arctic
of,ʌ,arctic_b0265,cmu_us_bdl_arctic
fear,ɪ,arctic_b0265,cmu_us_bdl_arctic
and,æ,arctic_b0405,cmu_us_bdl_arctic
year,ɪ,arctic_b0405,cmu_us_bdl_arctic
something,ɪ,arctic_b0405,cmu_us_bdl_arctic
happened,æ,arctic_b0405,cmu_us_bdl_arctic
and,æ,arctic_b0405,cmu_us_bdl_arctic
i,ɪ,arctic_b0405,cmu_us_bdl_arctic
did,ɪ,arctic_b0405,cmu_us_bdl_arctic
had,æ,arctic_a0291,cmu_us_bdl_arctic
by,ɪ,arctic_a0291,cmu_us_bdl_arctic
and,æ,arctic_a0291,cmu_us_bdl_arctic
acts,æ,arctic_a0291,cmu_us_bdl_arctic
had,æ,arctic_a0291,cmu_us_bdl_arctic
been,ɪ,arctic_a0291,cmu_us_bdl_arctic
bridge,ɪ,arctic_a0433,cmu_us_bdl_arctic
was,ʌ,arctic_a0433,cmu_us_bdl_arctic
tambo,æ,arctic_a0433,cmu_us_bdl_arctic
which,ɪ,arctic_a0433,cmu_us_bdl_arctic
is,ɪ,arctic_a0433,cmu_us_bdl_arctic
native,ɪ,arctic_a0433,cmu_us_bdl_arctic
taboo,æ,arctic_a0433,cmu_us_bdl_arctic
gad,æ,arctic_a0008,cmu_us_bdl_arctic
came,ɪ,arctic_a0008,cmu_us_bdl_arctic
just,ʌ,arctic_a0008,cmu_us_bdl_arctic
in,ɪ,arctic_a0008,cmu_us_bdl_arctic
time,ɪ,arctic_a0008,cmu_us_bdl_arctic
passed,æ,arctic_b0124,cmu_us_bdl_arctic
and,æ,arctic_b0124,cmu_us_bdl_arctic
in,ɪ,arctic_b0124,cmu_us_bdl_arctic
that,æ,arctic_b0124,cmu_us_bdl_arctic
time,ɪ,arctic_b0124,cmu_us_bdl_arctic
camp,æ,arctic_b0124,cmu_us_bdl_arctic
times,ɪ,arctic_b0124,cmu_us_bdl_arctic
an,æ,arctic_a0149,cmu_us_bdl_arctic
instant,ɪ,arctic_a0149,cmu_us_bdl_arctic
pierre,ɪ,arctic_a0149,cmu_us_bdl_arctic
like,ɪ,arctic_a0149,cmu_us_bdl_arctic
a,ɪ,arctic_a0149,cmu_us_bdl_arctic
silhouette,ɪ,arctic_a0149,cmu_us_bdl_arctic
sky,ɪ,arctic_a0149,cmu_us_bdl_arctic
here,ɪ,arctic_a0292,cmu_us_bdl_arctic
in,ɪ,arctic_a0292,cmu_us_bdl_arctic
midmorning,ɪ,arctic_a0292,cmu_us_bdl_arctic
casualty,æ,arctic_a0292,cmu_us_bdl_arctic
goodbye,ɪ,arctic_a0150,cmu_us_bdl_arctic
pierre,ɪ,arctic_a0150,cmu_us_bdl_arctic
and,æ,arctic_b0266,cmu_us_bdl_arctic
in,ɪ,arctic_b0266,cmu_us_bdl_arctic
my,ɪ,arctic_b0266,cmu_us_bdl_arctic
place,ɪ,arctic_b0266,cmu_us_bdl_arctic
a,ɪ,arctic_b0266,cmu_us_bdl_arctic
missions,ɪ,arctic_a0575,cmu_us_bdl_arctic
and,æ,arctic_a0575,cmu_us_bdl_arctic
was,ʌ,arctic_a0575,cmu_us_bdl_arctic
man,æ,arctic_a0575,cmu_us_bdl_arctic
in,ɪ,arctic_b0406,cmu_us_bdl_arctic
did,ɪ,arctic_b0406,cmu_us_bdl_arctic
it,ɪ,arctic_b0406,cmu_us_bdl_arctic
was,ʌ,arctic_b0406,cmu_us_bdl_arctic
in,ɪ,arctic_b0406,cmu_us_bdl_arctic
and,æ,arctic_a0009,cmu_us_bdl_arctic
faced,ɪ,arctic_a0009,cmu_us_bdl_arctic
table,ɪ,arctic_a0009,cmu_us_bdl_arctic
a,ɪ,arctic_a0434,cmu_us_bdl_arctic
half,æ,arctic_a0434,cmu_us_bdl_arctic
a,ɪ,arctic_a0434,cmu_us_bdl_arctic
case,ɪ,arctic_a0434,cmu_us_bdl_arctic
of,ʌ,arctic_a0434,cmu_us_bdl_arctic
tobacco,æ,arctic_a0434,cmu_us_bdl_arctic
was,ʌ,arctic_a0434,cmu_us_bdl_arctic
they,ɪ,arctic_a0293,cmu_us_bdl_arctic
in,ɪ,arctic_a0293,cmu_us_bdl_arctic
primeval,ɪ,arctic_a0293,cmu_us_bdl_arctic
forest,ɪ,arctic_a0293,cmu_us_bdl_arctic
boy,ɪ,arctic_b0267,cmu_us_bdl_arctic
back,æ,arctic_b0267,cmu_us_bdl_arctic
his,ɪ,arctic_b0267,cmu_us_bdl_arctic
with,ɪ,arctic_b0267,cmu_us_bdl_arctic
pride,ɪ,arctic_b0267,cmu_us_bdl_arctic
it,ɪ,arctic_b0125,cmu_us_bdl_arctic
was,ʌ,arctic_b0125,cmu_us_bdl_arctic
time,ɪ,arctic_b0125,cmu_us_bdl_arctic
that,æ,arctic_b0125,cmu_us_bdl_arctic
philip,ɪ,arctic_b0125,cmu_us_bdl_arctic
had,æ,arctic_b0125,cmu_us_bdl_arctic
and,æ,arctic_a0151,cmu_us_bdl_arctic
was,ʌ,arctic_a0151,cmu_us_bdl_arctic
beyond,ɪ,arctic_a0151,cmu_us_bdl_arctic
trail,ɪ,arctic_a0151,cmu_us_bdl_arctic
with,ɪ,arctic_a0151,cmu_us_bdl_arctic
and,æ,arctic_a0576,cmu_us_bdl_arctic
big,ɪ,arctic_a0576,cmu_us_bdl_arctic
of,ʌ,arctic_a0576,cmu_us_bdl_arctic
his,ɪ,arctic_a0576,cmu_us_bdl_arctic
existence,ɪ,arctic_a0576,cmu_us_bdl_arctic
before,ɪ,arctic_a0576,cmu_us_bdl_arctic
did,ɪ,arctic_a0576,cmu_us_bdl_arctic
of,ʌ,arctic_a0576,cmu_us_bdl_arctic
what,ʌ,arctic_a0435,cmu_us_bdl_arctic
by,ɪ,arctic_a0435,cmu_us_bdl_arctic
this,ɪ,arctic_a0435,cmu_us_bdl_arctic
outrageous,ɪ,arctic_a0435,cmu_us_bdl_arctic
conduct,ʌ,arctic_a0435,cmu_us_bdl_arctic
saxon,æ,arctic_b0268,cmu_us_bdl_arctic
and,æ,arctic_b0268,cmu_us_bdl_arctic
boy,ɪ,arctic_b0268,cmu_us_bdl_arctic
of,ʌ,arctic_b0407,cmu_us_bdl_arctic
much,ʌ,arctic_b0407,cmu_us_bdl_arctic
grumbling,ɪ,arctic_b0407,cmu_us_bdl_arctic
and,æ,arctic_b0407,cmu_us_bdl_arctic
little,ɪ,arctic_b0407,cmu_us_bdl_arctic
continually,ɪ,arctic_b0407,cmu_us_bdl_arctic
occurring,ɪ,arctic_b0407,cmu_us_bdl_arctic
had,æ,arctic_a0294,cmu_us_bdl_arctic
been,ɪ,arctic_a0294,cmu_us_bdl_arctic
foiled,ɪ,arctic_a0294,cmu_us_bdl_arctic
in,ɪ,arctic_a0294,cmu_us_bdl_arctic
his,ɪ,arctic_a0294,cmu_us_bdl_arctic
escape,ɪ,arctic_a0294,cmu_us_bdl_arctic
i,ɪ,arctic_a0010,cmu_us_bdl_arctic
playing,ɪ,arctic_a0010,cmu_us_bdl_arctic
a,ɪ,arctic_a0010,cmu_us_bdl_arctic
single,ɪ,arctic_a0010,cmu_us_bdl_arctic
hand,æ,arctic_a0010,cmu_us_bdl_arctic
in,ɪ,arctic_a0010,cmu_us_bdl_arctic
what,ʌ,arctic_a0010,cmu_us_bdl_arctic
like,ɪ,arctic_a0010,cmu_us_bdl_arctic
a,ɪ,arctic_a0010,cmu_us_bdl_arctic
losing,ɪ,arctic_a0010,cmu_us_bdl_arctic
game,ɪ,arctic_a0010,cmu_us_bdl_arctic
but,ʌ,arctic_a0436,cmu_us_bdl_arctic
martin,ɪ,arctic_a0436,cmu_us_bdl_arctic
smiled,ɪ,arctic_a0436,cmu_us_bdl_arctic
a,ɪ,arctic_a0436,cmu_us_bdl_arctic
superior,ɪ,arctic_a0436,cmu_us_bdl_arctic
smile,ɪ,arctic_a0436,cmu_us_bdl_arctic
philip,ɪ,arctic_a0152,cmu_us_bdl_arctic
thrust,ʌ,arctic_a0152,cmu_us_bdl_arctic
himself,ɪ,arctic_a0152,cmu_us_bdl_arctic
it,ɪ,arctic_a0152,cmu_us_bdl_arctic
and,æ,arctic_a0152,cmu_us_bdl_arctic
blood,ʌ,arctic_b0126,cmu_us_bdl_arctic
was,ʌ,arctic_b0126,cmu_us_bdl_arctic
oozing,ɪ,arctic_b0126,cmu_us_bdl_arctic
from,ʌ,arctic_b0126,cmu_us_bdl_arctic
man,æ,arctic_b0126,cmu_us_bdl_arctic
right,ɪ,arctic_b0126,cmu_us_bdl_arctic
have,æ,arctic_b0408,cmu_us_bdl_arctic
advantage,æ,arctic_b0408,cmu_us_bdl_arctic
why,ɪ,arctic_b0269,cmu_us_bdl_arctic
like,ɪ,arctic_b0269,cmu_us_bdl_arctic
railroad,ɪ,arctic_b0269,cmu_us_bdl_arctic
station,ɪ,arctic_b0269,cmu_us_bdl_arctic
once,ʌ,arctic_a0577,cmu_us_bdl_arctic
began,æ,arctic_a0577,cmu_us_bdl_arctic
emitting,ɪ,arctic_a0577,cmu_us_bdl_arctic
its,ɪ,arctic_a0577,cmu_us_bdl_arctic
barbaric,æ,arctic_a0577,cmu_us_bdl_arctic
rhythms,ɪ,arctic_a0577,cmu_us_bdl_arctic
michael,ɪ,arctic_a0577,cmu_us_bdl_arctic
was,ʌ,arctic_a0577,cmu_us_bdl_arctic
and,æ,arctic_a0295,cmu_us_bdl_arctic
it,ɪ,arctic_a0295,cmu_us_bdl_arctic
with,ɪ,arctic_a0295,cmu_us_bdl_arctic
spears,ɪ,arctic_a0295,cmu_us_bdl_arctic
and,æ,arctic_a0295,cmu_us_bdl_arctic
arrows,æ,arctic_a0295,cmu_us_bdl_arctic
tapped,æ,arctic_a0153,cmu_us_bdl_arctic
his,ɪ,arctic_a0153,cmu_us_bdl_arctic
suspiciously,ɪ,arctic_a0153,cmu_us_bdl_arctic
with,ɪ,arctic_a0153,cmu_us_bdl_arctic
a,ɪ,arctic_a0153,cmu_us_bdl_arctic
stubby,ʌ,arctic_a0153,cmu_us_bdl_arctic
forefinger,ɪ,arctic_a0153,cmu_us_bdl_arctic
by,ɪ,arctic_a0437,cmu_us_bdl_arctic
that,æ,arctic_a0437,cmu_us_bdl_arctic
answer,æ,arctic_a0437,cmu_us_bdl_arctic
my,ɪ,arctic_a0437,cmu_us_bdl_arctic
medical,ɪ,arctic_a0437,cmu_us_bdl_arctic
if,ɪ,arctic_a0011,cmu_us_bdl_arctic
i,ɪ,arctic_a0011,cmu_us_bdl_arctic
a,ɪ,arctic_a0011,cmu_us_bdl_arctic
fighter,ɪ,arctic_a0011,cmu_us_bdl_arctic
in,ɪ,arctic_a0011,cmu_us_bdl_arctic
my,ɪ,arctic_a0011,cmu_us_bdl_arctic
life,ɪ,arctic_a0011,cmu_us_bdl_arctic
i,ɪ,arctic_a0011,cmu_us_bdl_arctic
one,ʌ,arctic_a0011,cmu_us_bdl_arctic
with,ɪ,arctic_b0270,cmu_us_bdl_arctic
but,ʌ,arctic_a0578,cmu_us_bdl_arctic
just,ʌ,arctic_a0578,cmu_us_bdl_arctic
this,ɪ,arctic_a0578,cmu_us_bdl_arctic
bassett,æ,arctic_a0296,cmu_us_bdl_arctic
was,ʌ,arctic_a0296,cmu_us_bdl_arctic
a,ɪ,arctic_a0296,cmu_us_bdl_arctic
fastidious,æ,arctic_a0296,cmu_us_bdl_arctic
man,æ,arctic_a0296,cmu_us_bdl_arctic
destroyed,ɪ,arctic_b0127,cmu_us_bdl_arctic
everything,ɪ,arctic_b0127,cmu_us_bdl_arctic
that,æ,arctic_b0127,cmu_us_bdl_arctic
had,æ,arctic_b0127,cmu_us_bdl_arctic
belonged,ɪ,arctic_b0127,cmu_us_bdl_arctic
by,ɪ,arctic_b0409,cmu_us_bdl_arctic
in,ɪ,arctic_b0409,cmu_us_bdl_arctic
its,ɪ,arctic_b0409,cmu_us_bdl_arctic
my,ɪ,arctic_b0409,cmu_us_bdl_arctic
hip,ɪ,arctic_b0409,cmu_us_bdl_arctic
at,æ,arctic_a0438,cmu_us_bdl_arctic
monday,ɪ,arctic_a0438,cmu_us_bdl_arctic
was,ʌ,arctic_a0154,cmu_us_bdl_arctic
